dialogue_id,query,ground_truth_response
4352, but it ’ s in the fine print on the last page .   Perhaps you could arrange to provide me with a new bill that reflects the advertised rate .   Normally I couldn ’ t do that . But under the circumstances , I ’ ll see what I can arrange.Customer satisfaction is our primary aim .   Thank you . 
45, I heard David has been fired .   Oh , that is a shame . He is really hard working . 
3608,No dialogue,No response
856, and maybe even spend some time in jail .   that doesn't sound too promising . Does he have a defence lawyer ?   not yet . If we can't find a lawyer for him , then the state will appoint him with one .   my sister is a lawyer . I can ask her if she can help him .   that'd be great ! I know he'd appreciate your help . 
10182, yes . Your room number is 503 . The porter will lead you to your room .   OK , thank you . 
1459, something like that .   You and Patricia got engaged , didn ’ t you ? You can tell me .   Engaged ?   Come on .   Are you crazy ?   What ? I thought you liked Patricia . 
10248, good !   I ’ m doing it ! I ’ m driving ! This is awesome ! Let ’ s turn some music on !   Keep your eyes on the road ! No music ! We are coming up to a red light , step on the brakes . What are you doing ? I said the brakes ! Look out for those people ! Get off the sidewalk !   Get out of my way ! This is just like playing video games !   It ’ s the police ! Pull over !   They ’ ll never take me alive ! 
506, I still know my name .   What did the nurse say ?   She said I have a fever but nothing major .   In that case , you should go home and get plenty of rest .   What if this small fever turns into a big fever ?   Then I'll phone our family physician and make an appointment for you . 
8722, Ms . Cain will be your advocate . If you believe there is anything inappropriate or unfair in the management practices , the ombudsman will be the first person you seek . Her job is to have your best interest at heart . 
2803, going to be very busy .   Yes , we certainly are . But Mr Smith is going to pay us for all the work we'll do . 
10093, sir , we look forward to seeing you in April ! 
7420, please give him some water .   Certainly .   And do you have any medicine for air sickness ?   Well , yes . I ’ ll give him the medicine too .   I ’ ll appreciate your help 
7004, it is a policy in my company . The human resources management department has connections overseas this year , so we can receive training there .   How nice ! But will you have to pay for the training ?   No . The company pays for everything . Doesn't this sound very attractive ? This is why our company can always get the best employees ! 
2686, but they are very competitive and expensive . Some smaller universities or institutes are also very nice but much cheaper .   Oh , I see . Thank you very much . 
3458, I don't , but I like pizza . 
113, how about seven ? I can treat you to dinner .   Sure , that would be great . I'll bring the wine .   OK . Then I'll be expecting you .   I'll be there on time . 
9509, the good news is the new industrial cleaning products really took off . Look how the sales have shot up over the last two weeks .   That is our one major success . If you look at the other graphs , you can see that most of the other product lines remained steady with little increase .   At lease they stayed the same . That's better than dropping . 
8970,May I help you ?   Can you recommend some popular tour ?   How long is your journey ?   Two weeks and I would like to go abroad .   The popular tour of the season is a 14 - days ' sightseeing to Venice . Are you interested in that city ?   Yes , of course . I will book the tour . 
8808,may i ask you for a dance .   certainly , i love waltz very much .   you dance it very well . do you often go dancing ?   a couple of times a week . i've got a regular dancing partner . he is really some dancer 
8259, but I ’ m not confident that even revised proposals will be accepted .   may I make a suggestion ?   sure . I ’ m open to any reasonable suggestions .   Is there a chance you could contact the client confidentially and see what they think ? If they like your ideas , perhaps they could put them forward as their own proposals . You won ’ t get credit for ide   I ’ m not sure that ’ s a good idea .   go on . Take a chance . You could just hint at your idea . The client should be smart enough to take a hint . 
542, and I ...   Have you got it now ?   Yes , I found it again .   When ?   This morning . I mean ...   I am not convinced by your explanation . 
5572, it's still available .   Good.Can you give me some information about it ... uh .. mileage and the tires and things like that ?   Well , it has got low mileage.The tires are in perfect condition and it's in excellent shape . 
4353, thank you . I've had enough .   How about some coffee or tea then ?   Yes , I will have a cup of coffee . 
2864, what shall I do with my stocks ? Will I lose money ?   There ’ s a possibility .   What do you mean by that ?   I mean if you don ’ t sell your shares now , it ’ s quite likely that you ’ ll end up losing your shirt .   Is that so ?   Absolutely . Take my word for it . 
7403, we would increase the discount to 10 % .   Supposing we agreed to your price , what payment terms could you offer us ?   Maybe we would consider a longer credit period .   That would be nice . Let's call it a deal . 
